hfc	64	64	0.02	-51.36259398464089	1.4584619081545847	 	0.8557	0.9433	0.9021	0.9222	 	0.8820	0.9576	0.9131	0.9337	 	0.7788	0.9557	0.8080	0.8756	0.8121	0.8993	0.8933	0.8963	0.9762	0.9762	1.0000	0.9880	4.5206	1.0329	0.9451	0.9083	2.3650	6.4967	0.9698	 	results/res_hfc_64_64_-51.36259398464089_1.4584619081545847_0.02.log

hfc	128	64	0.02	-49.66971699025529	1.3637487312903323	 	0.8184	0.8944	0.9059	0.9001	 	0.8633	0.9269	0.9214	0.9231	 	0.7382	0.8982	0.8056	0.8494	0.7771	0.8447	0.9067	0.8746	0.9415	0.9415	1.0000	0.9699	5.0088	1.0875	1.0847	0.9153	2.7383	7.0883	0.9575	 	results/res_hfc_128_64_-49.66971699025529_1.3637487312903323_0.02.log

hfc	256	64	0.02	-47.70761914650689	1.179485733689391	 	0.7935	0.8496	0.9232	0.8849	 	0.8474	0.8905	0.9385	0.9126	 	0.7444	0.8476	0.8595	0.8535	0.7312	0.7907	0.9067	0.8447	0.9130	0.9130	1.0000	0.9545	5.9888	1.0834	0.9868	0.8928	3.7424	8.0762	0.9567	 	results/res_hfc_256_64_-47.70761914650689_1.179485733689391_0.02.log

hfc	512	64	0.02	-47.44707446711363	1.0753948509509854	 	0.7668	0.8307	0.9089	0.8680	 	0.8231	0.8792	0.9192	0.8968	 	0.6882	0.8088	0.8220	0.8153	0.7168	0.7788	0.9000	0.8351	0.9038	0.9038	1.0000	0.9495	7.4109	1.1316	0.9506	0.8966	5.0464	9.5727	0.9644	 	results/res_hfc_512_64_-47.44707446711363_1.0753948509509854_0.02.log

hfc	1024	64	0.02	-46.69805183414845	0.4704345183711119	 	0.7586	0.8046	0.9300	0.8627	 	0.8292	0.8795	0.9349	0.9015	 	0.7476	0.8197	0.8946	0.8555	0.6872	0.7486	0.8933	0.8146	0.8477	0.8477	1.0000	0.9176	11.5346	1.2451	1.4672	1.1424	9.0368	14.0172	0.9511	 	results/res_hfc_1024_64_-46.69805183414845_0.4704345183711119_0.02.log

hfc	2048	64	0.02	-51.10679348288936	0.1928987771678234	 	0.7293	0.7722	0.9292	0.8435	 	0.8044	0.8598	0.9266	0.8856	 	0.7252	0.7966	0.8899	0.8407	0.6521	0.7058	0.8956	0.7894	0.8200	0.8200	1.0000	0.9011	14.8534	1.5196	2.0146	1.3254	11.7640	17.8424	0.9671	 	results/res_hfc_2048_64_-51.10679348288936_0.1928987771678234_0.02.log

energy	64	64	0.02	-50.68987703600205	2.940133210451582	 	0.8603	0.9625	0.8901	0.9249	 	0.8918	0.9729	0.9137	0.9410	 	0.8258	0.9605	0.8548	0.9046	0.8046	0.9364	0.8511	0.8917	0.9518	0.9886	0.9623	0.9753	4.0118	1.0875	1.2837	1.0115	1.7774	6.1275	0.9703	 	results/res_energy_64_64_-50.68987703600205_2.940133210451582_0.02.log

energy	128	64	0.02	-51.33984897580821	2.798577064578524	 	0.8713	0.9450	0.9179	0.9312	 	0.8942	0.9515	0.9352	0.9420	 	0.8600	0.9439	0.9063	0.9247	0.8214	0.9376	0.8689	0.9020	0.9323	0.9525	0.9778	0.9650	4.7839	1.0630	1.1225	0.9375	2.6033	6.8554	0.9743	 	results/res_energy_128_64_-51.33984897580821_2.798577064578524_0.02.log

energy	256	64	0.02	-50.78869436179907	2.6381375069815367	 	0.8880	0.9501	0.9315	0.9407	 	0.9048	0.9524	0.9470	0.9480	 	0.9007	0.9614	0.9344	0.9477	0.8408	0.9496	0.8800	0.9135	0.9228	0.9404	0.9800	0.9598	5.9447	1.0153	1.0065	0.9095	3.8615	7.9226	0.9761	 	results/res_energy_256_64_-50.78869436179907_2.6381375069815367_0.02.log

energy	512	64	0.02	-52.81541979692461	2.2262840662804306	 	0.8748	0.9572	0.9104	0.9332	 	0.9048	0.9704	0.9286	0.9482	 	0.8781	0.9605	0.9110	0.9351	0.8168	0.9395	0.8622	0.8992	0.9310	0.9708	0.9579	0.9643	7.9011	1.0129	0.9198	0.9116	5.8212	9.8730	0.9715	 	results/res_energy_512_64_-52.81541979692461_2.2262840662804306_0.02.log

energy	1024	64	0.02	-50.90525264456484	1.2096896217645998	 	0.8841	0.9410	0.9360	0.9385	 	0.9200	0.9600	0.9521	0.9558	 	0.9252	0.9668	0.9555	0.9611	0.8197	0.9132	0.8889	0.9009	0.9119	0.9436	0.9645	0.9539	11.8186	1.3378	1.7656	1.2432	9.1124	14.4638	0.9716	 	results/res_energy_1024_64_-50.90525264456484_1.2096896217645998_0.02.log

energy	2048	64	0.02	-51.947863498030024	1.101119062241468	 	0.8312	0.9749	0.8494	0.9078	 	0.8538	0.9835	0.8652	0.9163	 	0.7973	0.9669	0.8197	0.8872	0.8242	0.9868	0.8333	0.9036	0.8704	0.9711	0.8936	0.9307	15.4416	1.7049	2.0596	1.4319	12.0323	18.8519	0.9458	 	results/res_energy_2048_64_-51.947863498030024_1.101119062241468_0.02.log

complex	64	64	0.02	-45.26345208205781	1.0455849922663858	 	0.6696	0.7629	0.8456	0.8021	 	0.7351	0.8383	0.8445	0.8371	 	0.5867	0.7586	0.7213	0.7395	0.6016	0.6737	0.8489	0.7512	0.8375	0.8677	0.9601	0.9116	4.9653	1.1262	1.1552	0.9874	2.5991	7.1038	0.9650	 	results/res_complex_64_64_-45.26345208205781_1.0455849922663858_0.02.log

complex	128	64	0.02	-45.53418903075849	1.101236959691815	 	0.6937	0.7910	0.8494	0.8192	 	0.7515	0.8559	0.8544	0.8509	 	0.5817	0.7556	0.7166	0.7356	0.6730	0.7559	0.8600	0.8046	0.8286	0.8546	0.9645	0.9062	5.3119	1.0947	1.0309	0.9085	3.0268	7.4058	0.9527	 	results/res_complex_128_64_-45.53418903075849_1.101236959691815_0.02.log

complex	256	64	0.02	-42.22321628749897	0.6162732881988704	 	0.7224	0.7999	0.8818	0.8388	 	0.7748	0.8615	0.8850	0.8680	 	0.6633	0.8162	0.7799	0.7976	0.6816	0.7514	0.8800	0.8106	0.8216	0.8355	0.9800	0.9020	6.1639	1.2532	1.4159	1.0229	3.5665	8.5795	0.9767	 	results/res_complex_256_64_-42.22321628749897_0.6162732881988704_0.02.log

complex	512	64	0.02	-44.460726457298755	0.7000494743910306	 	0.7198	0.7785	0.9051	0.8370	 	0.7898	0.8517	0.9129	0.8755	 	0.6635	0.7833	0.8126	0.7977	0.6911	0.7486	0.9000	0.8174	0.8021	0.8036	0.9978	0.8902	6.5373	1.2146	1.2290	0.9947	4.0293	8.8878	0.9677	 	results/res_complex_512_64_-44.460726457298755_0.7000494743910306_0.02.log

complex	1024	64	0.02	-45.10451758953548	0.6450668231535588	 	0.7014	0.7696	0.8878	0.8245	 	0.7802	0.8480	0.8984	0.8666	 	0.6139	0.7581	0.7635	0.7608	0.6854	0.7449	0.8956	0.8133	0.8007	0.8021	0.9978	0.8893	7.7293	1.4706	1.8857	1.3088	4.7114	10.5937	0.9662	 	results/res_complex_1024_64_-45.10451758953548_0.6450668231535588_0.02.log

complex	2048	64	0.02	-43.3284503529236	0.8535903910999652	 	0.6395	0.7855	0.7748	0.7801	 	0.6898	0.8393	0.7860	0.8045	 	0.3902	0.7057	0.4660	0.5614	0.6882	0.7805	0.8533	0.8153	0.8244	0.8321	0.9889	0.9037	8.3414	1.3859	1.6829	1.2610	5.5022	11.0457	0.9485	 	results/res_complex_2048_64_-43.3284503529236_0.8535903910999652_0.02.log

phase	64	64	0.02	-38.43878453707172	3.7418270591688794	 	0.6035	0.8076	0.7048	0.7527	 	0.6248	0.8335	0.7232	0.7620	 	0.4511	0.7143	0.5504	0.6217	0.5985	0.8109	0.6956	0.7488	0.7653	0.8739	0.8603	0.8670	2.6409	0.9852	1.5063	1.1314	0.5048	4.4454	0.9319	 	results/res_phase_64_64_-38.43878453707172_3.7418270591688794_0.02.log

phase	128	64	0.02	-41.58385587354798	2.8289016025493114	 	0.6704	0.8527	0.7583	0.8027	 	0.7079	0.8585	0.8020	0.8234	 	0.5673	0.8152	0.6511	0.7240	0.6721	0.8962	0.7289	0.8039	0.7653	0.8460	0.8891	0.8670	4.2404	1.0387	1.2285	1.0387	2.0892	6.2438	0.9546	 	results/res_phase_128_64_-41.58385587354798_2.8289016025493114_0.02.log

phase	256	64	0.02	-42.449151152222484	2.6910876389260054	 	0.7198	0.8960	0.7854	0.8371	 	0.7863	0.9166	0.8411	0.8740	 	0.6051	0.8663	0.6674	0.7540	0.7195	0.9518	0.7467	0.8369	0.8258	0.8755	0.9357	0.9046	4.6336	0.9429	1.0994	0.9713	2.7375	6.5091	0.9527	 	results/res_phase_256_64_-42.449151152222484_2.6910876389260054_0.02.log

phase	512	64	0.02	-40.041687834847956	2.4753622276764946	 	0.5908	0.7158	0.7718	0.7428	 	0.7239	0.8673	0.8082	0.8206	 	0.5491	0.8624	0.6019	0.7090	0.5788	0.7398	0.7267	0.7332	0.6282	0.6373	0.9778	0.7717	5.2924	0.9087	0.8332	0.8895	3.4667	7.1015	0.9478	 	results/res_phase_512_64_-40.041687834847956_2.4753622276764946_0.02.log

phase	1024	64	0.02	-41.85047526032674	2.7602252467387385	 	0.4661	0.6623	0.6114	0.6359	 	0.6357	0.8405	0.6905	0.7426	 	0.3253	0.6953	0.3794	0.4909	0.4061	0.5407	0.6200	0.5776	0.6661	0.7778	0.8226	0.7996	5.9177	0.9978	1.1421	1.0466	3.9055	7.8965	0.9413	 	results/res_phase_1024_64_-41.85047526032674_2.7602252467387385_0.02.log

phase	2048	64	0.02	-47.142225683837246	2.459470112572142	 	0.5039	0.7896	0.5821	0.6701	 	0.6026	0.7917	0.6781	0.7162	 	0.3134	0.7238	0.3560	0.4772	0.5523	0.8309	0.6222	0.7116	0.6292	0.7894	0.7561	0.7724	7.1812	1.3508	2.1726	1.3972	4.5071	9.9105	0.9417	 	results/res_phase_2048_64_-47.142225683837246_2.459470112572142_0.02.log

specdiff	64	64	0.02	-38.425184413365145	2.27105911098961	 	0.7495	0.9167	0.8042	0.8568	 	0.7714	0.9404	0.8143	0.8667	 	0.5864	0.8675	0.6440	0.7392	0.7231	0.9115	0.7778	0.8393	0.9386	0.9547	0.9823	0.9683	4.5053	0.9862	1.0034	0.9855	2.4294	6.3741	0.9609	 	results/res_specdiff_64_64_-38.425184413365145_2.27105911098961_0.02.log

