specdiff	128	64	0.02	-42.487931844290735	2.0438277553780977	 	0.8543	0.9482	0.8961	0.9214	 	0.8863	0.9601	0.9191	0.9367	 	0.7792	0.9314	0.8267	0.8759	0.8220	0.9463	0.8622	0.9023	0.9594	0.9635	0.9956	0.9793	5.0022	0.9903	1.2395	1.0165	2.9705	6.9316	0.9632	 	results/res_specdiff_128_64_-42.487931844290735_2.0438277553780977_0.02.log

specdiff	256	64	0.02	-46.24426244498922	1.7729155832702788	 	0.8877	0.9466	0.9345	0.9405	 	0.9145	0.9597	0.9495	0.9535	 	0.8431	0.9236	0.9063	0.9149	0.8596	0.9528	0.8978	0.9245	0.9595	0.9615	0.9978	0.9793	5.8776	1.0372	1.1904	0.9913	3.8264	7.9750	0.9566	 	results/res_specdiff_256_64_-46.24426244498922_1.7729155832702788_0.02.log

specdiff	512	64	0.02	-46.5352335476741	1.7098120961813097	 	0.8901	0.9572	0.9270	0.9419	 	0.9123	0.9737	0.9356	0.9529	 	0.8359	0.9149	0.9063	0.9106	0.8687	0.9827	0.8822	0.9297	0.9654	0.9739	0.9911	0.9824	7.1110	1.0719	1.1947	1.0309	4.9556	9.2434	0.9652	 	results/res_specdiff_512_64_-46.5352335476741_1.7098120961813097_0.02.log

specdiff	1024	64	0.02	-48.25465623484183	1.1449627413588368	 	0.8884	0.9346	0.9473	0.9409	 	0.9164	0.9616	0.9507	0.9549	 	0.8496	0.8991	0.9391	0.9187	0.8699	0.9555	0.9067	0.9304	0.9453	0.9493	0.9956	0.9719	9.0853	1.3182	3.0136	1.6470	6.5819	11.8545	0.9429	 	results/res_specdiff_1024_64_-48.25465623484183_1.1449627413588368_0.02.log

specdiff	2048	64	0.02	-49.229960425229145	0.7207677866065043	 	0.8462	0.9139	0.9194	0.9167	 	0.8780	0.9440	0.9263	0.9339	 	0.7983	0.8952	0.8806	0.8878	0.8313	0.9301	0.8867	0.9078	0.9065	0.9158	0.9889	0.9510	13.2326	2.0687	8.2767	2.6167	9.5824	17.8571	0.9169	 	results/res_specdiff_2048_64_-49.229960425229145_0.7207677866065043_0.02.log

kl	64	64	0.02	-49.0823391994112	2.26630961247243	 	0.7240	0.8364	0.8434	0.8399	 	0.7518	0.8769	0.8343	0.8517	 	0.5753	0.7661	0.6979	0.7304	0.7052	0.7911	0.8667	0.8271	0.9076	0.9453	0.9579	0.9515	4.1504	1.0742	1.2625	0.9991	1.8885	6.1854	0.9652	 	results/res_kl_64_64_-49.0823391994112_2.26630961247243_0.02.log

kl	128	64	0.02	-51.01717371329859	2.2473652601688245	 	0.7274	0.8366	0.8479	0.8422	 	0.7634	0.8855	0.8453	0.8616	 	0.5800	0.7659	0.7049	0.7341	0.7020	0.7851	0.8689	0.8249	0.9195	0.9538	0.9623	0.9581	4.6241	1.0823	1.1415	0.9504	2.3422	6.6713	0.9554	 	results/res_kl_128_64_-51.01717371329859_2.2473652601688245_0.02.log

kl	256	64	0.02	-46.91245141773882	1.6473955876518454	 	0.7479	0.8286	0.8848	0.8558	 	0.7931	0.8779	0.8866	0.8795	 	0.6476	0.7763	0.7963	0.7861	0.7055	0.7737	0.8889	0.8273	0.9081	0.9395	0.9645	0.9519	5.9189	1.2013	1.3510	1.0167	3.4073	8.2127	0.9618	 	results/res_kl_256_64_-46.91245141773882_1.6473955876518454_0.02.log

kl	512	64	0.02	-42.125154593847725	1.1837416714785225	 	0.7642	0.8689	0.8637	0.8663	 	0.7874	0.9074	0.8516	0.8752	 	0.6632	0.8552	0.7471	0.7975	0.7119	0.8033	0.8622	0.8317	0.9263	0.9483	0.9756	0.9617	7.9385	1.2954	1.5683	1.1751	5.2694	10.4509	0.9533	 	results/res_kl_512_64_-42.125154593847725_1.1837416714785225_0.02.log

kl	1024	64	0.02	-46.48822182017733	0.8336964925004724	 	0.7614	0.8391	0.8916	0.8645	 	0.8135	0.8986	0.8923	0.8919	 	0.6881	0.8301	0.8009	0.8153	0.7069	0.7789	0.8844	0.8283	0.8970	0.9098	0.9845	0.9457	11.5217	2.0754	3.7044	1.8749	7.4691	15.7707	0.9566	 	results/res_kl_1024_64_-46.48822182017733_0.8336964925004724_0.02.log

kl	2048	64	0.02	-49.888094284556246	0.5743950128192226	 	0.6774	0.8058	0.8095	0.8077	 	0.7067	0.8599	0.8008	0.8241	 	0.5097	0.7507	0.6136	0.6753	0.6489	0.7421	0.8378	0.7871	0.8862	0.9140	0.9667	0.9397	16.2617	1.8163	5.3895	2.2548	12.9466	20.2120	0.9488	 	results/res_kl_2048_64_-49.888094284556246_0.5743950128192226_0.02.log

mkl	64	64	0.02	-48.82164905290108	1.098292197226222	 	0.6939	0.7792	0.8637	0.8193	 	0.7503	0.8435	0.8628	0.8484	 	0.5978	0.7380	0.7588	0.7483	0.6621	0.7372	0.8667	0.7967	0.8295	0.8591	0.9601	0.9068	4.6302	1.0996	1.1954	0.9790	2.3178	6.7163	0.9646	 	results/res_mkl_64_64_-48.82164905290108_1.098292197226222_0.02.log

mkl	128	64	0.02	-45.55232952718058	0.9582106778853036	 	0.7023	0.7843	0.8705	0.8251	 	0.7627	0.8546	0.8745	0.8590	 	0.6175	0.7523	0.7752	0.7636	0.6707	0.7495	0.8644	0.8029	0.8226	0.8466	0.9667	0.9027	5.1440	1.1120	1.0407	0.9172	2.8296	7.2777	0.9587	 	results/res_mkl_128_64_-45.55232952718058_0.9582106778853036_0.02.log

mkl	256	64	0.02	-44.47953310038408	0.6352731496790613	 	0.7194	0.7737	0.9111	0.8368	 	0.7831	0.8429	0.9147	0.8722	 	0.6685	0.7655	0.8407	0.8013	0.6766	0.7244	0.9111	0.8071	0.8182	0.8336	0.9778	0.9000	6.3714	1.2592	1.4509	1.0391	3.7427	8.7797	0.9698	 	results/res_mkl_256_64_-44.47953310038408_0.6352731496790613_0.02.log

mkl	512	64	0.02	-43.85750374481066	0.5870217009595146	 	0.7322	0.8106	0.8833	0.8454	 	0.7827	0.8722	0.8785	0.8696	 	0.6582	0.8034	0.7845	0.7938	0.6804	0.7500	0.8800	0.8098	0.8650	0.8805	0.9800	0.9276	8.2569	1.4158	1.8154	1.2521	5.3702	11.0333	0.9562	 	results/res_mkl_512_64_-43.85750374481066_0.5870217009595146_0.02.log

mkl	1024	64	0.02	-46.69470195538751	0.2862699728745748	 	0.7226	0.7796	0.9081	0.8390	 	0.7996	0.8616	0.9147	0.8818	 	0.6910	0.7930	0.8431	0.8173	0.6557	0.7171	0.8844	0.7920	0.8281	0.8327	0.9933	0.9060	11.1242	1.3388	2.4334	1.5125	8.5404	13.8957	0.9287	 	results/res_mkl_1024_64_-46.69470195538751_0.2862699728745748_0.02.log

mkl	2048	64	0.02	-50.036406865595	0.08258010036556818	 	0.7171	0.7688	0.9142	0.8352	 	0.8002	0.8574	0.9196	0.8814	 	0.6838	0.7856	0.8407	0.8122	0.6527	0.7051	0.8978	0.7898	0.8215	0.8215	1.0000	0.9020	14.6348	1.7253	4.5349	2.0844	11.4434	18.3447	0.9251	 	results/res_mkl_2048_64_-50.036406865595_0.08258010036556818_0.02.log

specflux	64	64	0.02	-46.48823114499738	2.059423011970759	 	0.6835	0.8279	0.7967	0.8120	 	0.7484	0.8672	0.8284	0.8449	 	0.4752	0.7547	0.5621	0.6443	0.7007	0.8108	0.8378	0.8240	0.8733	0.8909	0.9778	0.9323	3.7841	0.7975	0.6100	0.7384	2.1546	5.3447	0.9554	 	results/res_specflux_64_64_-46.48823114499738_2.059423011970759_0.02.log

specflux	128	64	0.02	-51.487564087689485	1.80177776619774	 	0.8108	0.8846	0.9066	0.8955	 	0.8555	0.9094	0.9266	0.9175	 	0.7430	0.8966	0.8126	0.8526	0.7704	0.8406	0.9022	0.8703	0.9185	0.9185	1.0000	0.9575	4.2824	0.8132	0.8296	0.8179	2.5741	5.8269	0.9488	 	results/res_specflux_128_64_-51.487564087689485_1.80177776619774_0.02.log

specflux	256	64	0.02	-48.16737047147611	1.790184303566208	 	0.8268	0.9045	0.9059	0.9052	 	0.8657	0.9230	0.9284	0.9243	 	0.7403	0.8984	0.8080	0.8508	0.8222	0.9004	0.9044	0.9024	0.9130	0.9130	1.0000	0.9545	4.8164	0.8052	0.9807	0.8608	3.1097	6.3303	0.9352	 	results/res_specflux_256_64_-48.16737047147611_1.790184303566208_0.02.log

specflux	512	64	0.02	-47.6375563305078	1.686534615558223	 	0.7920	0.8504	0.9202	0.8839	 	0.8459	0.8930	0.9374	0.9121	 	0.7313	0.8419	0.8478	0.8448	0.7926	0.8611	0.9089	0.8843	0.8477	0.8477	1.0000	0.9176	5.5885	0.8792	1.0009	0.8647	3.7335	7.2503	0.9543	 	results/res_specflux_512_64_-47.6375563305078_1.686534615558223_0.02.log

specflux	1024	64	0.02	-47.474909391580205	1.5669200837506048	 	0.7385	0.8209	0.8803	0.8496	 	0.8019	0.8762	0.8887	0.8797	 	0.6378	0.8191	0.7424	0.7789	0.7431	0.8154	0.8933	0.8526	0.8257	0.8272	0.9978	0.9045	6.3707	0.9421	0.8879	0.8400	4.4020	8.1703	0.9597	 	results/res_specflux_1024_64_-47.474909391580205_1.5669200837506048_0.02.log

specflux	2048	64	0.02	-54.468110710798385	1.3196644915951818	 	0.7146	0.8121	0.8562	0.8336	 	0.7929	0.8645	0.8759	0.8682	 	0.5840	0.8000	0.6838	0.7374	0.7256	0.8090	0.8756	0.8410	0.8230	0.8230	1.0000	0.9029	7.3363	1.0069	0.9118	0.8911	5.2421	9.2697	0.9663	 	results/res_specflux_2048_64_-54.468110710798385_1.3196644915951818_0.02.log

mkl(noaw)	64	64	0.02	-51.20469027008211	1.5569298249718506	 	0.8816	0.9679	0.9081	0.9371	 	0.9118	0.9741	0.9330	0.9518	 	0.8413	0.9636	0.8689	0.9138	0.8301	0.9490	0.8689	0.9072	0.9737	0.9889	0.9845	0.9867	4.5436	0.8800	0.9224	0.8743	2.7264	6.2465	0.9689	 	results/res_mkl(noaw)_64_64_-51.20469027008211_1.5569298249718506_0.02.log

mkl(noaw)	128	64	0.02	-51.65010192728056	1.373470674341492	 	0.9220	0.9759	0.9435	0.9594	 	0.9454	0.9803	0.9627	0.9708	 	0.9112	0.9709	0.9368	0.9535	0.8627	0.9617	0.8933	0.9263	0.9934	0.9934	1.0000	0.9967	5.1005	0.8969	0.9639	0.8804	3.2457	6.8334	0.9674	 	results/res_mkl(noaw)_128_64_-51.65010192728056_1.373470674341492_0.02.log

mkl(noaw)	256	64	0.02	-51.74065695111955	1.1846585580881075	 	0.9256	0.9672	0.9556	0.9614	 	0.9518	0.9777	0.9712	0.9742	 	0.9408	0.9718	0.9672	0.9695	0.8565	0.9442	0.9022	0.9227	0.9825	0.9847	0.9978	0.9912	6.0272	0.8915	0.9077	0.8446	4.1830	7.7491	0.9611	 	results/res_mkl(noaw)_256_64_-51.74065695111955_1.1846585580881075_0.02.log

mkl(noaw)	512	64	0.02	-53.430563667382536	1.0628860905367956	 	0.9252	0.9630	0.9593	0.9611	 	0.9510	0.9778	0.9703	0.9738	 	0.9302	0.9605	0.9672	0.9638	0.8613	0.9404	0.9111	0.9255	0.9869	0.9869	1.0000	0.9934	7.3900	0.9719	0.9690	0.9088	5.3645	9.2520	0.9567	 	results/res_mkl(noaw)_512_64_-53.430563667382536_1.0628860905367956_0.02.log

mkl(noaw)	1024	64	0.02	-54.443108601525104	0.6659828024747884	 	0.9219	0.9678	0.9511	0.9594	 	0.9499	0.9796	0.9670	0.9730	 	0.9159	0.9688	0.9438	0.9561	0.8647	0.9468	0.9089	0.9274	0.9869	0.9869	1.0000	0.9934	10.8695	1.2420	1.4450	1.1012	8.2939	13.2619	0.9651	 	results/res_mkl(noaw)_1024_64_-54.443108601525104_0.6659828024747884_0.02.log

mkl(noaw)	2048	64	0.02	-58.88903255047948	0.3204095246021458	 	0.8963	0.9471	0.9435	0.9453	 	0.9322	0.9629	0.9634	0.9630	 	0.9159	0.9688	0.9438	0.9561	0.8197	0.9132	0.8889	0.9009	0.9574	0.9595	0.9978	0.9783	13.6471	1.5102	1.4995	1.1979	10.4971	16.5377	0.9678	 	results/res_mkl(noaw)_2048_64_-58.88903255047948_0.3204095246021458_0.02.log

