ID,Method,Buffer Size,Hop size,Min IOI,Silence Threshold,Onset Threshold,,Global Accuracy,Global Precision,Global Recall,Global f1,,MAvg_pp Accuracy,MAvg_pp Precision,MAvg_pp Recall,MAvg_pp f1,,MAvg_t Accuracy,MAvg_t Precision,MAvg_t Recall,MAvg_t f1,,Piano Accuracy,Piano Precision,Piano Recall,Piano f1-score,Mezzoforte Accuracy,Mezzoforte Precision,Mezzoforte Recall,Mezzoforte f1-score,Forte Accuracy,Forte Precision,Forte Recall,Forte f1-score,Adj Min (ms),Avg (ms),Adj Max (ms),Percentage in Adj min-max,MAvg_t Mean,MAvg_t IQR,MAvg_t Var,MAvg_t SD,MAvg_t loTukeyFence,MAvg_t hiTukeyFence,MAvg_t percentageIn,,Logfile name
0,hfc,64,64,0.02,-50,1.35,,0.8472,0.9290,0.9059,0.9173,,0.8819,0.9453,0.9255,0.9352,,0.8762,0.9457,0.9175,0.9305,,0.7783,0.9360,0.8220,,0.7972,0.8833,0.8911,,0.9678,0.9678,1.0000,,2.35,4.62,6.80,0.9543,,,,,,,,,./results/res_hfc_64_64_-50.0_1.35_0.02.log
1,hfc,64,64,0.02,-50,1.2,,0.8371,0.8983,0.9247,0.9113,,0.8711,0.9192,0.9397,0.9293,,0.8735,0.9230,0.9370,0.9293,,0.8078,0.9122,0.8759,,0.7662,0.8413,0.8956,,0.9435,0.9435,1.0000,,2.48,4.73,6.96,0.9536,,,,,,,,,./results/res_hfc_64_64_-50.0_1.2_0.02.log
2,hfc,64,64,0.02,-48,1.3,,0.8404,0.9271,0.8998,0.9133,,0.8742,0.9440,0.9183,0.9310,,0.8704,0.9460,0.9109,0.9268,,0.7644,0.9373,0.8056,,0.7937,0.8811,0.8889,,0.9637,0.9637,1.0000,,2.40,4.64,6.86,0.9540,,,,,,,,,./results/res_hfc_64_64_-48.0_1.3_0.02.log
3,hfc,64,64,0.02,-52,1.35,,0.8492,0.9212,0.9157,0.9184,,0.8857,0.9399,0.9346,0.9373,,0.8805,0.9401,0.9271,0.9330,,0.8009,0.9354,0.8478,,0.7856,0.8648,0.8956,,0.9657,0.9657,1.0000,,2.33,4.61,6.80,0.9548,4.5861,1.0606,0.9782,0.9237,2.3723,6.6146,0.9639,,./results/res_hfc_64_64_-52_1.35_0.02.log
4,hfc,64,64,0.02,-55,1.35,,0.8450,0.9126,0.9194,0.9160,,0.8831,0.9340,0.9373,0.9357,,0.8774,0.9338,0.9293,0.9311,,0.8079,0.9337,0.8571,,0.7754,0.8505,0.8978,,0.9575,0.9575,1.0000,,2.33,4.61,6.80,0.9550,,,,,,,,,./results/res_hfc_64_64_-55.0_1.35_0.02.log
5,hfc,64,64,0.02,-52,1.3,,0.8491,0.9129,0.9239,0.9184,,0.8852,0.9329,0.9412,0.9370,,0.8798,0.9341,0.9327,0.9327,,0.8198,0.9302,0.8735,,0.7765,0.8538,0.8956,,0.9575,0.9575,1.0000,,2.35,4.63,6.79,0.9544,,,,,,,,,./results/res_hfc_64_64_-52.0_1.3_0.02.log
6,hfc,64,64,0.02,-52,1.33,,0.8515,0.9201,0.9194,0.9198,,0.8874,0.9393,0.9373,0.9383,,0.8818,0.9396,0.9293,0.9338,,0.8102,0.9338,0.8595,0.8951,0.7840,0.8630,0.8956,0.8790,0.9657,0.9657,1.0000,0.9826,2.35,4.62,6.77,0.9533,4.5967,1.0720,0.9599,0.9125,2.3636,6.6515,0.9669,,./results/res_hfc_64_64_-52_1.33_0.02.log
7,hfc,64,64,0.02,-52,1.31,,0.8515,0.9157,0.9239,0.9198,,0.8875,0.9355,0.9412,0.9384,,0.8818,0.9364,0.9327,0.9339,,0.8198,0.9302,0.8735,0.9010,0.7810,0.8593,0.8956,0.8770,0.9596,0.9596,1.0000,0.9794,2.35,4.63,6.78,0.9544,4.6024,1.0629,0.9515,0.9091,2.3880,6.6395,0.9645,,./results/res_hfc_64_64_-52_1.31_0.02.log
8,hfc,64,64,0.02,-51,1.31,,0.8510,0.9188,0.9202,0.9195,,0.8878,0.9383,0.9385,0.9384,,0.8809,0.9387,0.9290,0.9330,,0.8106,0.9316,0.8618,0.8954,0.7856,0.8648,0.8956,0.8799,0.9616,0.9616,1.0000,0.9804,2.35,4.63,6.78,0.9542,4.6075,1.0606,0.9510,0.9070,2.3973,6.6397,0.9644,,./results/res_hfc_64_64_-51_1.31_0.02.log
9,hfc,64,64,0.02,-51,1.3,,0.8486,0.9160,0.9202,0.9181,,0.8855,0.9357,0.9385,0.9371,,0.8789,0.9363,0.9290,0.9318,,0.8106,0.9316,0.8618,0.8954,0.7810,0.8593,0.8956,0.8770,0.9596,0.9596,1.0000,0.9794,2.35,4.63,6.79,0.9542,4.6142,1.0646,0.9514,0.9073,2.3976,6.6559,0.9649,,./results/res_hfc_64_64_-51_1.3_0.02.log
10,hfc,64,64,0.02,-52,1.31,,0.8515,0.9157,0.9239,0.9198,,0.8875,0.9355,0.9412,0.9384,,0.8818,0.9364,0.9327,0.9339,,0.8198,0.9302,0.8735,0.9010,0.7810,0.8593,0.8956,0.8770,0.9596,0.9596,1.0000,0.9794,2.35,4.63,6.78,0.9544,4.6024,1.0629,0.9515,0.9091,2.3880,6.6395,0.9645,,./results/res_hfc_64_64_-52_1.31_0.02.log
11,hfc,64,64,0.02,-52,1.32,,0.8523,0.9195,0.9209,0.9202,,0.8880,0.9389,0.9384,0.9386,,0.8823,0.9393,0.9302,0.9341,,0.8146,0.9342,0.8642,0.8978,0.7840,0.8630,0.8956,0.8790,0.9637,0.9637,1.0000,0.9815,2.35,4.62,6.78,0.9542,4.5966,1.0648,0.9511,0.9092,2.3811,6.6401,0.9644,,./results/res_hfc_64_64_-52_1.32_0.02.log
12,hfc,64,64,0.02,-52,1.33,,0.8515,0.9201,0.9194,0.9198,,0.8874,0.9393,0.9373,0.9383,,0.8818,0.9396,0.9293,0.9338,,0.8102,0.9338,0.8595,0.8951,0.7840,0.8630,0.8956,0.8790,0.9657,0.9657,1.0000,0.9826,2.35,4.62,6.77,0.9533,4.5967,1.0720,0.9599,0.9125,2.3636,6.6515,0.9669,,./results/res_hfc_64_64_-52_1.33_0.02.log
13,hfc,64,64,0.02,-54,1.32,,0.8490,0.9136,0.9232,0.9184,,0.8859,0.9348,0.9400,0.9374,,0.8798,0.9344,0.9315,0.9325,,0.8172,0.9322,0.8689,0.8994,0.7754,0.8505,0.8978,0.8735,0.9616,0.9616,1.0000,0.9804,2.35,4.62,6.78,0.9543,4.5945,1.0628,0.9501,0.9089,2.3813,6.6323,0.9645,,./results/res_hfc_64_64_-54_1.32_0.02.log
14,hfc,64,64,0.02,-54,1.34,,0.8460,0.9145,0.9187,0.9166,,0.8838,0.9354,0.9368,0.9361,,0.8781,0.9349,0.9289,0.9314,,0.8040,0.9311,0.8548,0.8913,0.7769,0.8523,0.8978,0.8745,0.9637,0.9637,1.0000,0.9815,2.35,4.62,6.77,0.9525,4.5916,1.0645,0.9783,0.9240,2.3706,6.6286,0.9640,,./results/res_hfc_64_64_-54_1.34_0.02.log
15,hfc,64,64,0.02,-48,1.29,,0.8374,0.9235,0.8998,0.9115,,0.8715,0.9407,0.9183,0.9294,,0.8682,0.9431,0.9109,0.9255,,0.7644,0.9373,0.8056,0.8665,0.7890,0.8753,0.8889,0.8820,0.9596,0.9596,1.0000,0.9794,2.40,4.65,6.79,0.9531,4.6354,1.0595,0.9628,0.9120,2.4229,6.6609,0.9632,,./results/res_hfc_64_64_-48_1.29_0.02.log
16,hfc,64,64,0.02,-48,1.22,,0.8354,0.9110,0.9096,0.9103,,0.8674,0.9292,0.9254,0.9273,,0.8695,0.9320,0.9227,0.9266,,0.7746,0.9219,0.8290,0.8730,0.7840,0.8630,0.8956,0.8790,0.9495,0.9495,1.0000,0.9741,2.46,4.72,6.94,0.9528,4.7018,1.0829,1.1405,0.9644,2.4295,6.7610,0.9672,,./results/res_hfc_64_64_-48_1.22_0.02.log
17,hfc,64,64,0.02,-48,1.1,,0.8047,0.8560,0.9307,0.8918,,0.8325,0.8760,0.9412,0.9072,,0.8499,0.8851,0.9481,0.9139,,0.7805,0.8707,0.8829,0.8767,0.7445,0.8063,0.9067,0.8536,0.8931,0.8931,1.0000,0.9435,2.56,4.81,7.07,0.9531,4.7836,1.1172,1.1979,0.9832,2.4394,6.9082,0.9668,,./results/res_hfc_64_64_-48_1.1_0.02.log
18,hfc,64,64,0.02,-48,1.18,,0.8278,0.8961,0.9157,0.9058,,0.8588,0.9154,0.9297,0.9224,,0.8657,0.9192,0.9309,0.9243,,0.7780,0.9070,0.8454,0.8752,0.7710,0.8452,0.8978,0.8707,0.9376,0.9376,1.0000,0.9678,2.50,4.77,6.98,0.9515,4.7397,1.0987,1.2161,0.9830,2.4340,6.8290,0.9666,,./results/res_hfc_64_64_-48_1.18_0.02.log
19,hfc,64,64,0.02,-45,1.18,,0.8109,0.9099,0.8818,0.8956,,0.8336,0.9253,0.8920,0.9083,,0.8436,0.9322,0.8958,0.9111,,0.7124,0.9109,0.7658,0.8321,0.7782,0.8772,0.8733,0.8753,0.9396,0.9396,1.0000,0.9689,2.53,4.76,6.87,0.9530,4.7427,1.0602,1.1423,0.9598,2.5107,6.7517,0.9673,,./results/res_hfc_64_64_-45_1.18_0.02.log
20,hfc,64,64,0.02,-54,1.33,,0.8482,0.9141,0.9217,0.9179,,0.8854,0.9352,0.9389,0.9370,,0.8793,0.9347,0.9306,0.9322,,0.8128,0.9318,0.8642,0.8967,0.7754,0.8505,0.8978,0.8735,0.9637,0.9637,1.0000,0.9815,2.35,4.62,6.77,0.9534,4.5945,1.0672,0.9589,0.9121,2.3703,6.6389,0.9669,,./results/res_hfc_64_64_-54_1.33_0.02.log
21,hfc,64,64,0.02,-54,1.31,,0.8483,0.9098,0.9262,0.9179,,0.8855,0.9315,0.9429,0.9371,,0.8793,0.9315,0.9340,0.9322,,0.8224,0.9282,0.8782,0.9025,0.7725,0.8470,0.8978,0.8716,0.9575,0.9575,1.0000,0.9783,2.35,4.62,6.78,0.9545,4.6003,1.0641,0.9504,0.9088,2.3815,6.6378,0.9646,,./results/res_hfc_64_64_-54_1.31_0.02.log
22,hfc,64,64,0.02,-56,1.31,,0.8442,0.9015,0.9300,0.9155,,0.8813,0.9244,0.9456,0.9348,,0.8753,0.9254,0.9362,0.9302,,0.8279,0.9223,0.8899,0.9058,0.7637,0.8364,0.8978,0.8660,0.9495,0.9495,1.0000,0.9741,2.35,4.63,6.78,0.9547,4.5989,1.0607,0.9447,0.9070,2.3877,6.6306,0.9641,,./results/res_hfc_64_64_-56_1.31_0.02.log
23,hfc,128,64,0.02,-48,0.75,,0.7137,0.7451,0.9443,0.8329,,0.7774,0.8037,0.9537,0.8690,,0.7980,0.8191,0.9607,0.8794,,0.6960,0.7500,0.9063,,0.6635,0.7015,0.9244,,0.7857,0.7857,1.0000,,3.25,5.48,7.48,0.9402,,,,,,,,,./results/res_hfc_128_64_-48.0_0.75_0.02.log
24,hfc,128,64,0.02,-48,1,,0.7736,0.8163,0.9367,0.8724,,0.8311,0.8664,0.9476,0.9032,,0.8427,0.8725,0.9556,0.9091,,0.7403,0.8110,0.8946,,0.7160,0.7682,0.9133,,0.8707,0.8707,1.0000,,3.12,5.27,7.14,0.9365,,,,,,,,,./results/res_hfc_128_64_-48.0_1.0_0.02.log
25,hfc,128,64,0.02,-48,0.95,,0.7633,0.8043,0.9375,0.8658,,0.8230,0.8562,0.9488,0.8980,,0.8351,0.8627,0.9568,0.9042,,0.7342,0.8000,0.8993,,0.7069,0.7593,0.9111,,0.8542,0.8542,1.0000,,3.15,5.30,7.15,0.9357,,,,,,,,,./results/res_hfc_128_64_-48.0_0.95_0.02.log
26,hfc,128,64,0.02,-48,0.8,,0.7269,0.7609,0.9420,0.8419,,0.7901,0.8183,0.9521,0.8772,,0.8072,0.8306,0.9594,0.8859,,0.7026,0.7609,0.9016,,0.6814,0.7230,0.9222,,0.7996,0.7996,1.0000,,3.23,5.43,7.45,0.9424,,,,,,,,,./results/res_hfc_128_64_-48.0_0.8_0.02.log
27,hfc,128,64,0.02,-47,1,,0.7737,0.8221,0.9292,0.8724,,0.8268,0.8701,0.9387,0.9012,,0.8388,0.8767,0.9471,0.9073,,0.7266,0.8140,0.8712,,0.7274,0.7814,0.9133,,0.8707,0.8707,1.0000,,3.12,5.27,7.14,0.9376,,,,,,,,,./results/res_hfc_128_64_-47.0_1.0_0.02.log
28,hfc,128,64,0.02,-45,1,,0.7688,0.8350,0.9066,0.8693,,0.8190,0.8787,0.9183,0.8967,,0.8331,0.8855,0.9292,0.9034,,0.7038,0.8233,0.8290,,0.7241,0.7980,0.8867,,0.8809,0.8809,1.0000,,3.12,5.25,7.10,0.9402,,,,,,,,,./results/res_hfc_128_64_-45.0_1.0_0.02.log
29,hfc,128,64,0.02,-45,0.9,,0.7506,0.8117,0.9089,0.8575,,0.8068,0.8612,0.9213,0.8885,,0.8223,0.8701,0.9322,0.8962,,0.6932,0.8022,0.8361,,0.7062,0.7763,0.8867,,0.8542,0.8542,1.0000,,3.19,5.31,7.21,0.9420,,,,,,,,,./results/res_hfc_128_64_-45.0_0.9_0.02.log
30,hfc,128,64,0.02,-48,1.1,,0.7882,0.8355,0.9330,0.8815,,0.8408,0.8793,0.9449,0.9096,,0.8498,0.8824,0.9518,0.9135,,0.7550,0.8348,0.8876,,0.7226,0.7790,0.9089,,0.8948,0.8948,1.0000,,3.08,5.17,7.03,0.9395,,,,,,,,,./results/res_hfc_128_64_-48.0_1.1_0.02.log
31,hfc,128,64,0.02,-48,1.2,,0.8005,0.8670,0.9127,0.8892,,0.8470,0.8993,0.9296,0.9139,,0.8501,0.9003,0.9300,0.9140,,0.7406,0.8741,0.8290,,0.7441,0.8075,0.9044,,0.9223,0.9223,1.0000,,3.02,5.10,6.98,0.9414,,,,,,,,,./results/res_hfc_128_64_-48.0_1.2_0.02.log
32,hfc,128,64,0.02,-48,1.3,,0.8143,0.8940,0.9014,0.8976,,0.8540,0.9181,0.9194,0.9187,,0.8544,0.9208,0.9164,0.9176,,0.7228,0.8898,0.7939,,0.7827,0.8532,0.9044,,0.9376,0.9376,1.0000,,2.98,5.05,6.90,0.9424,,,,,,,,,./results/res_hfc_128_64_-48.0_1.3_0.02.log
33,hfc,128,64,0.02,-48,1.4,,0.8186,0.9106,0.8901,0.9002,,0.8557,0.9309,0.9092,0.9199,,0.8572,0.9358,0.9059,0.9195,,0.7028,0.9050,0.7588,,0.7949,0.8678,0.9044,,0.9575,0.9575,1.0000,,2.94,5.00,6.84,0.9399,,,,,,,,,./results/res_hfc_128_64_-48.0_1.4_0.02.log
34,hfc,128,64,0.02,-48,1.5,,0.8239,0.9271,0.8810,0.9035,,0.8582,0.9423,0.9020,0.9216,,0.8556,0.9465,0.8952,0.9185,,0.6932,0.9235,0.7354,,0.8084,0.8882,0.9000,,0.9678,0.9678,1.0000,,2.90,4.92,6.76,0.9402,,,,,,,,,./results/res_hfc_128_64_-48.0_1.5_0.02.log
35,hfc,128,64,0.02,-48,1.45,,0.8200,0.9180,0.8848,0.9011,,0.8557,0.9359,0.9047,0.9200,,0.8555,0.9399,0.9005,0.9185,,0.6974,0.9164,0.7447,,0.8008,0.8769,0.9022,,0.9596,0.9596,1.0000,,2.92,4.97,6.82,0.9396,,,,,,,,,./results/res_hfc_128_64_-48.0_1.45_0.02.log
36,hfc,128,64,0.02,-48,1.35,,0.8198,0.9044,0.8976,0.9010,,0.8582,0.9259,0.9167,0.9213,,0.8613,0.9319,0.9142,0.9219,,0.7198,0.9003,0.7822,,0.7903,0.8623,0.9044,,0.9495,0.9495,1.0000,,2.96,5.02,6.90,0.9421,,,,,,,,,./results/res_hfc_128_64_-48.0_1.35_0.02.log
37,hfc,128,64,0.02,-48,1.38,,0.8191,0.9081,0.8931,0.9005,,0.8576,0.9292,0.9128,0.9209,,0.8592,0.9345,0.9092,0.9206,,0.7100,0.9036,0.7681,,0.7934,0.8660,0.9044,,0.9535,0.9535,1.0000,,2.94,5.00,6.88,0.9418,,,,,,,,,./results/res_hfc_128_64_-48.0_1.38_0.02.log
38,hfc,128,64,0.02,-50,1.35,,0.8195,0.8922,0.9096,0.9008,,0.8607,0.9169,0.9282,0.9224,,0.8631,0.9233,0.9244,0.9229,,0.7457,0.8949,0.8173,,0.7742,0.8412,0.9067,,0.9415,0.9415,1.0000,,2.96,5.01,6.93,0.9437,5.0159,1.0868,1.0822,0.9153,2.7455,7.0925,0.9577,,./results/res_hfc_128_64_-50_1.35_0.02.log
39,hfc,128,64,0.02,-55,1.35,,0.8103,0.8689,0.9232,0.8952,,0.8567,0.8998,0.9407,0.9195,,0.8583,0.9064,0.9354,0.9198,,0.7766,0.8946,0.8548,,0.7361,0.7930,0.9111,,0.9280,0.9280,1.0000,,2.96,5.01,6.90,0.9437,,,,,,,,,./results/res_hfc_128_64_-55.0_1.35_0.02.log
40,hfc,128,64,0.02,-55,1.4,,0.8084,0.8741,0.9149,0.8940,,0.8544,0.9040,0.9334,0.9182,,0.8546,0.9095,0.9274,0.9176,,0.7580,0.8985,0.8290,,0.7401,0.7977,0.9111,,0.9357,0.9357,1.0000,,2.94,4.99,6.88,0.9424,,,,,,,,,./results/res_hfc_128_64_-55.0_1.4_0.02.log
41,hfc,128,64,0.02,-52,1.35,,0.8167,0.8797,0.9194,0.8991,,0.8607,0.9078,0.9373,0.9222,,0.8626,0.9143,0.9324,0.9225,,0.7697,0.8958,0.8454,,0.7505,0.8115,0.9089,,0.9376,0.9376,1.0000,,2.96,5.01,6.90,0.9435,,,,,,,,,./results/res_hfc_128_64_-52.0_1.35_0.02.log
42,hfc,128,64,0.02,-52,1.45,,0.8153,0.8923,0.9044,0.8983,,0.8570,0.9169,0.9237,0.9202,,0.8559,0.9212,0.9173,0.9185,,0.7419,0.9096,0.8009,,0.7612,0.8259,0.9067,,0.9475,0.9475,1.0000,,2.92,4.96,6.86,0.9425,,,,,,,,,./results/res_hfc_128_64_-52.0_1.45_0.02.log
43,hfc,128,64,0.02,-50,1.4,,0.8176,0.8980,0.9014,0.8997,,0.8584,0.9215,0.9208,0.9211,,0.8593,0.9269,0.9164,0.9207,,0.7269,0.8989,0.7916,,0.7786,0.8465,0.9067,,0.9495,0.9495,1.0000,,2.94,4.99,6.88,0.9415,,,,,,,,,./results/res_hfc_128_64_-50.0_1.4_0.02.log
44,hfc,128,64,0.02,-50,1.2,,0.7990,0.8546,0.9247,0.8882,,0.8488,0.8904,0.9411,0.9145,,0.8512,0.8924,0.9402,0.9147,,0.7640,0.8682,0.8642,,0.7286,0.7876,0.9067,,0.9130,0.9130,1.0000,,3.02,5.09,6.98,0.9422,,,,,,,,,./results/res_hfc_128_64_-50.0_1.2_0.02.log
45,hfc,128,64,0.02,-50,1.35,,0.8195,0.8922,0.9096,0.9008,,0.8607,0.9169,0.9282,0.9224,,0.8631,0.9233,0.9244,0.9229,,0.7457,0.8949,0.8173,0.8543,0.7742,0.8412,0.9067,0.8727,0.9415,0.9415,1.0000,0.9699,2.96,5.01,6.93,0.9437,5.0159,1.0868,1.0822,0.9153,2.7455,7.0925,0.9577,,./results/res_hfc_128_64_-50_1.35_0.02.log
46,hfc,128,64,0.02,-50,1.36,,0.8187,0.8927,0.9081,0.9003,,0.8602,0.9180,0.9264,0.9221,,0.8624,0.9244,0.9227,0.9226,,0.7430,0.8966,0.8126,0.8526,0.7742,0.8412,0.9067,0.8727,0.9415,0.9415,1.0000,0.9699,2.96,5.01,6.88,0.9428,5.0101,1.0842,1.0809,0.9142,2.7462,7.0829,0.9576,,./results/res_hfc_128_64_-50_1.36_0.02.log
47,hfc,128,64,0.02,-50,1.38,,0.8174,0.8955,0.9036,0.8996,,0.8592,0.9198,0.9231,0.9215,,0.8601,0.9256,0.9185,0.9211,,0.7318,0.8974,0.7986,0.8451,0.7771,0.8447,0.9067,0.8746,0.9455,0.9455,1.0000,0.9720,2.94,5.00,6.88,0.9425,5.0008,1.0847,1.0844,0.9146,2.7343,7.0732,0.9562,,./results/res_hfc_128_64_-50_1.38_0.02.log
48,hfc,128,64,0.02,-50,1.32,,0.8152,0.8864,0.9104,0.8982,,0.8579,0.9130,0.9287,0.9207,,0.8585,0.9171,0.9248,0.9201,,0.7447,0.8906,0.8197,0.8537,0.7698,0.8361,0.9067,0.8699,0.9337,0.9337,1.0000,0.9657,2.98,5.03,6.90,0.9429,5.0348,1.0886,1.0836,0.9158,2.7626,7.1170,0.9614,,./results/res_hfc_128_64_-50_1.32_0.02.log
49,hfc,128,64,0.02,-50,1.34,,0.8180,0.8896,0.9104,0.8999,,0.8597,0.9152,0.9287,0.9218,,0.8622,0.9219,0.9248,0.9224,,0.7463,0.8929,0.8197,0.8547,0.7713,0.8378,0.9067,0.8709,0.9396,0.9396,1.0000,0.9689,2.96,5.02,6.93,0.9438,5.0217,1.0913,1.0828,0.9157,2.7447,7.1101,0.9602,,./results/res_hfc_128_64_-50_1.34_0.02.log
50,hfc,128,64,0.02,-52,1.35,,0.8167,0.8797,0.9194,0.8991,,0.8607,0.9078,0.9373,0.9222,,0.8626,0.9143,0.9324,0.9225,,0.7697,0.8958,0.8454,0.8699,0.7505,0.8115,0.9089,0.8574,0.9376,0.9376,1.0000,0.9678,2.96,5.01,6.90,0.9435,5.0081,1.0796,1.0697,0.9121,2.7498,7.0681,0.9596,,./results/res_hfc_128_64_-52_1.35_0.02.log
51,hfc,128,64,0.02,-52,1.33,,0.8142,0.8754,0.9209,0.8976,,0.8592,0.9050,0.9384,0.9212,,0.8602,0.9105,0.9333,0.9210,,0.7723,0.8941,0.8501,0.8715,0.7464,0.8067,0.9089,0.8548,0.9318,0.9318,1.0000,0.9647,2.96,5.02,6.90,0.9436,5.0199,1.0787,1.0701,0.9123,2.7625,7.0772,0.9609,,./results/res_hfc_128_64_-52_1.33_0.02.log
52,hfc,128,64,0.02,-52,1.37,,0.8150,0.8812,0.9157,0.8981,,0.8595,0.9095,0.9339,0.9214,,0.8615,0.9158,0.9294,0.9218,,0.7607,0.8967,0.8337,0.8641,0.7518,0.8131,0.9089,0.8583,0.9396,0.9396,1.0000,0.9689,2.94,5.00,6.88,0.9433,4.9957,1.0754,1.0698,0.9118,2.7440,7.0458,0.9620,,./results/res_hfc_128_64_-52_1.37_0.02.log
53,hfc,128,64,0.02,-54,1.35,,0.8105,0.8711,0.9209,0.8953,,0.8559,0.9013,0.9384,0.9192,,0.8576,0.9075,0.9333,0.9194,,0.7702,0.8938,0.8478,0.8702,0.7374,0.7946,0.9111,0.8489,0.9337,0.9337,1.0000,0.9657,2.96,5.01,6.90,0.9436,5.0062,1.0776,1.0690,0.9120,2.7505,7.0609,0.9596,,./results/res_hfc_128_64_-54_1.35_0.02.log
54,hfc,128,64,0.02,-54,1.38,,0.8090,0.8742,0.9157,0.8944,,0.8549,0.9040,0.9339,0.9185,,0.8551,0.9096,0.9279,0.9179,,0.7585,0.8965,0.8314,0.8627,0.7401,0.7977,0.9111,0.8506,0.9376,0.9376,1.0000,0.9678,2.94,4.99,6.90,0.9441,4.9908,1.0699,1.0689,0.9107,2.7480,7.0276,0.9582,,./results/res_hfc_128_64_-54_1.38_0.02.log
55,hfc,128,64,0.02,-54,1.5,,0.8173,0.8961,0.9029,0.8995,,0.8582,0.9195,0.9226,0.9210,,0.8541,0.9231,0.9134,0.9173,,0.7424,0.9164,0.7963,0.8521,0.7612,0.8259,0.9067,0.8644,0.9535,0.9535,1.0000,0.9762,2.90,4.92,6.76,0.9416,4.9178,1.0474,0.9667,0.8826,2.7227,6.9124,0.9478,,./results/res_hfc_128_64_-54_1.5_0.02.log
56,hfc,128,64,0.02,-54,1.6,,0.8198,0.9153,0.8870,0.9010,,0.8602,0.9355,0.9092,0.9221,,0.8493,0.9373,0.8941,0.9134,,0.7181,0.9413,0.7518,0.8359,0.7778,0.8494,0.9022,0.8750,0.9637,0.9637,1.0000,0.9815,2.83,4.85,6.67,0.9397,4.8550,1.0006,0.9442,0.8699,2.7573,6.7597,0.9512,,./results/res_hfc_128_64_-54_1.6_0.02.log
57,hfc,128,64,0.02,-54,1.55,,0.8202,0.9095,0.8931,0.9012,,0.8622,0.9315,0.9149,0.9231,,0.8545,0.9346,0.9023,0.9168,,0.7315,0.9424,0.7658,0.8450,0.7713,0.8378,0.9067,0.8709,0.9596,0.9596,1.0000,0.9794,2.85,4.88,6.71,0.9393,4.8836,1.0262,0.9602,0.8770,2.7270,6.8316,0.9483,,./results/res_hfc_128_64_-54_1.55_0.02.log
58,hfc,256,64,0.02,-48,0.75,,0.7353,0.7585,0.9601,0.8475,,0.8035,0.8253,0.9650,0.8850,,0.8166,0.8370,0.9698,0.8931,,0.7418,0.7684,0.9555,,0.6808,0.7182,0.9289,,0.7877,0.7905,0.9956,,4.25,6.46,8.39,0.9318,,,,,,,,,./results/res_hfc_256_64_-48.0_0.75_0.02.log
59,hfc,256,64,0.02,-48,0.9,,0.7447,0.7729,0.9533,0.8537,,0.8106,0.8356,0.9602,0.8897,,0.8245,0.8476,0.9659,0.8981,,0.7477,0.7778,0.9508,,0.6896,0.7379,0.9133,,0.8004,0.8032,0.9956,,4.15,6.27,8.18,0.9352,,,,,,,,,./results/res_hfc_256_64_-48.0_0.9_0.02.log
60,hfc,256,64,0.02,-48,1.2,,0.7954,0.8576,0.9164,0.8861,,0.8463,0.8939,0.9337,0.9129,,0.8460,0.8941,0.9322,0.9118,,0.7381,0.8606,0.8384,,0.7338,0.7938,0.9067,,0.9223,0.9223,1.0000,,3.96,5.97,7.88,0.9367,5.9751,1.0858,0.9843,0.8900,3.7251,8.0682,0.9590,,./results/res_hfc_256_64_-48_1.2_0.02.log
61,hfc,256,64,0.02,-48,1.6,,0.8076,0.9300,0.8599,0.8936,,0.8520,0.9482,0.8876,0.9167,,0.8414,0.9481,0.8745,0.9077,,0.6435,0.9379,0.6721,,0.8112,0.8938,0.8978,,0.9596,0.9596,1.0000,,3.71,5.65,7.56,0.9405,,,,,,,,,./results/res_hfc_256_64_-48.0_1.6_0.02.log
62,hfc,256,64,0.02,-52,1.6,,0.7966,0.9045,0.8697,0.8868,,0.8468,0.9289,0.8974,0.9129,,0.8364,0.9286,0.8833,0.9039,,0.6615,0.9228,0.7002,,0.7744,0.8473,0.9000,,0.9495,0.9495,1.0000,,3.71,5.65,7.52,0.9403,,,,,,,,,./results/res_hfc_256_64_-52.0_1.6_0.02.log
63,hfc,256,64,0.02,-47,1.5,,0.8087,0.9210,0.8690,0.8942,,0.8538,0.9413,0.8955,0.9177,,0.8418,0.9375,0.8829,0.9079,,0.6622,0.9283,0.6979,,0.8052,0.8843,0.9000,,0.9515,0.9515,1.0000,,3.77,5.73,7.65,0.9385,,,,,,,,,./results/res_hfc_256_64_-47.0_1.5_0.02.log
64,hfc,256,64,0.02,-47,1.4,,0.8055,0.8991,0.8855,0.8923,,0.8508,0.9234,0.9088,0.9160,,0.8364,0.9176,0.8941,0.9045,,0.6853,0.8958,0.7447,,0.7842,0.8550,0.9044,,0.9455,0.9455,1.0000,,3.83,5.81,7.73,0.9371,,,,,,,,,./results/res_hfc_256_64_-47.0_1.4_0.02.log
65,hfc,256,64,0.02,-48,1.3,,0.7997,0.8757,0.9021,0.8887,,0.8469,0.9056,0.9221,0.9136,,0.8396,0.9021,0.9146,0.9075,,0.7143,0.8740,0.7963,,0.7593,0.8256,0.9044,,0.9280,0.9280,1.0000,,3.90,5.89,7.79,0.9357,,,,,,,,,./results/res_hfc_256_64_-48.0_1.3_0.02.log
